activity_id,rep_id,doctor_id,product_id,meeting_date,calls,visits,samples_distributed,meeting_type,engagement_score
C08751,R063,D0011,P003,2025-09-08,2,1,3,In-person,0.825
C08752,R022,D0655,P006,2025-09-22,3,1,4,In-person,0.84
C08753,R023,D0747,P007,2025-09-06,2,2,3,In-person,0.702
C08754,R045,D0807,P008,2025-09-14,3,2,3,In-person,1.031
C08755,R006,D0242,P001,2025-09-03,2,1,4,In-person,0.922
C08756,R004,D0358,P007,2025-09-19,4,2,1,Clinic Camp,1.105
C08757,R004,D0027,P003,2025-09-21,2,1,3,In-person,0.757
C08758,R054,D0095,P005,2025-09-14,1,2,2,In-person,0.918
C08759,R007,D0536,P008,2025-09-13,2,1,0,In-person,0.825
C08760,R003,D0177,P008,2025-09-08,1,1,5,In-person,0.845
C08761,R018,D0195,P002,2025-09-24,2,1,4,In-person,0.803
C08762,R023,D0260,P004,2025-09-28,4,2,0,In-person,0.999
C08763,R060,D0370,P003,2025-09-04,1,1,0,In-person,0.857
C08764,R010,D0104,P005,2025-09-09,1,2,6,Clinic Camp,1.042
C08765,R056,D0642,P007,2025-09-19,2,2,5,In-person,0.956
C08766,R012,D0624,P003,2025-09-11,2,1,5,In-person,0.885
C08767,R069,D0669,P001,2025-09-01,1,1,4,In-person,0.606
C08768,R031,D0771,P001,2025-09-01,3,2,5,Clinic Camp,1.126
C08769,R040,D0529,P001,2025-09-08,3,1,4,In-person,0.982
C08770,R017,D0434,P003,2025-09-30,3,1,0,Clinic Camp,0.878
C08771,R052,D0830,P008,2025-09-19,2,2,3,Clinic Camp,0.876
C08772,R035,D0507,P003,2025-09-08,4,1,2,In-person,0.961
C08773,R036,D0370,P004,2025-09-02,3,1,1,In-person,0.985
C08774,R062,D0381,P006,2025-09-23,4,1,6,In-person,1.057
C08775,R053,D0013,P006,2025-09-12,1,2,4,Clinic Camp,1.083
C08776,R046,D0821,P003,2025-09-12,3,1,6,In-person,1.023
C08777,R020,D0688,P002,2025-09-17,2,2,0,In-person,0.796
C08778,R044,D0638,P002,2025-09-07,1,2,6,Virtual,0.875
C08779,R037,D0117,P002,2025-09-22,1,1,4,In-person,0.725
C08780,R009,D0835,P001,2025-09-10,1,1,3,In-person,0.833
C08781,R014,D0115,P004,2025-09-22,1,1,1,In-person,0.82
C08782,R064,D0309,P006,2025-09-16,2,1,4,In-person,0.989
C08783,R014,D0078,P006,2025-09-05,4,1,4,In-person,0.965
C08784,R037,D0209,P008,2025-09-19,2,1,4,In-person,0.889
C08785,R008,D0366,P003,2025-09-03,1,2,1,Clinic Camp,0.92
C08786,R024,D0610,P006,2025-09-22,3,1,4,In-person,1.046
C08787,R067,D0220,P008,2025-09-12,1,1,0,In-person,0.612
C08788,R034,D0778,P001,2025-09-21,4,1,0,In-person,0.97
C08789,R034,D0197,P007,2025-09-08,2,2,3,In-person,0.829
C08790,R036,D0427,P001,2025-09-13,1,2,0,In-person,0.752
C08791,R040,D0508,P005,2025-09-10,2,2,4,In-person,0.837
C08792,R020,D0688,P007,2025-09-08,4,1,3,In-person,0.924
C08793,R045,D0558,P004,2025-09-11,4,2,1,Clinic Camp,0.912
C08794,R021,D0740,P005,2025-09-02,2,1,1,In-person,0.703
C08795,R071,D0808,P005,2025-09-12,4,2,3,In-person,0.992
C08796,R068,D0193,P005,2025-09-04,1,2,4,In-person,0.896
C08797,R014,D0078,P006,2025-09-16,2,1,5,In-person,0.873
C08798,R049,D0388,P007,2025-09-03,2,1,4,In-person,0.72
C08799,R009,D0132,P002,2025-09-01,1,2,3,In-person,1.073
C08800,R066,D0394,P004,2025-09-14,2,2,4,In-person,0.903
C08801,R002,D0582,P007,2025-09-09,2,2,4,In-person,0.836
C08802,R017,D0323,P004,2025-09-27,3,1,2,In-person,0.933
C08803,R007,D0144,P004,2025-09-08,2,2,1,In-person,0.888
C08804,R029,D0833,P006,2025-09-12,1,1,3,Clinic Camp,0.699
C08805,R015,D0235,P008,2025-09-08,2,2,0,Clinic Camp,0.901
C08806,R070,D0655,P003,2025-09-27,4,1,1,In-person,0.884
C08807,R052,D0445,P008,2025-09-24,1,1,1,Clinic Camp,0.704
C08808,R045,D0503,P006,2025-09-06,4,2,3,In-person,1.181
C08809,R045,D0669,P001,2025-09-08,1,2,6,In-person,0.918
C08810,R049,D0219,P007,2025-09-06,1,2,6,Clinic Camp,0.957
C08811,R010,D0122,P004,2025-09-05,1,2,0,In-person,0.758
C08812,R022,D0848,P003,2025-09-08,2,2,5,In-person,0.972
C08813,R055,D0579,P005,2025-09-26,2,2,1,In-person,0.826
C08814,R031,D0349,P005,2025-09-14,4,2,6,In-person,1.053
C08815,R039,D0533,P005,2025-09-12,3,2,1,In-person,0.925
C08816,R048,D0312,P001,2025-09-06,3,2,0,In-person,0.884
C08817,R033,D0791,P007,2025-09-06,4,2,5,In-person,1.183
C08818,R054,D0532,P003,2025-09-17,1,2,5,Virtual,0.936
C08819,R016,D0344,P002,2025-09-23,1,2,2,In-person,0.653
C08820,R013,D0601,P005,2025-09-17,4,2,3,In-person,1.202
C08821,R016,D0592,P005,2025-09-20,4,1,5,In-person,1.061
C08822,R060,D0304,P001,2025-09-08,1,2,5,In-person,0.982
C08823,R046,D0637,P008,2025-09-29,1,1,2,Clinic Camp,0.732
C08824,R069,D0206,P005,2025-09-25,2,1,5,Virtual,0.75
C08825,R061,D0150,P008,2025-09-27,1,1,5,In-person,0.694
C08826,R059,D0691,P006,2025-09-21,3,1,5,In-person,1.077
C08827,R049,D0573,P001,2025-09-21,3,1,6,In-person,0.828
C08828,R057,D0049,P002,2025-09-03,2,1,5,Clinic Camp,0.754
C08829,R032,D0605,P008,2025-09-05,1,2,3,In-person,0.819
C08830,R012,D0268,P005,2025-09-04,2,2,2,Virtual,0.795
C08831,R071,D0224,P001,2025-09-15,4,1,6,Clinic Camp,1.071
C08832,R007,D0456,P001,2025-09-18,3,1,3,In-person,0.953
C08833,R024,D0385,P005,2025-09-04,4,2,6,In-person,1.151
C08834,R032,D0697,P005,2025-09-23,3,2,6,Virtual,0.999
C08835,R062,D0381,P002,2025-09-17,1,2,0,In-person,0.823
C08836,R043,D0218,P002,2025-09-18,1,2,0,Virtual,0.943
C08837,R013,D0660,P005,2025-09-28,1,2,3,In-person,0.739
C08838,R025,D0521,P004,2025-09-18,3,2,0,Virtual,1.029
C08839,R069,D0007,P001,2025-09-01,1,1,4,In-person,0.847
C08840,R007,D0547,P001,2025-09-24,2,2,0,In-person,0.862
C08841,R048,D0396,P002,2025-09-27,4,2,5,In-person,1.113
C08842,R020,D0556,P005,2025-09-03,1,1,2,In-person,0.775
C08843,R008,D0212,P003,2025-09-17,1,2,4,In-person,0.794
C08844,R067,D0446,P001,2025-09-15,2,2,3,In-person,0.793
C08845,R056,D0537,P008,2025-09-05,4,2,4,Clinic Camp,1.155
C08846,R032,D0605,P006,2025-09-09,4,2,4,Virtual,0.982
C08847,R067,D0586,P005,2025-09-26,2,1,2,In-person,0.729
C08848,R010,D0823,P002,2025-09-12,2,1,5,Clinic Camp,0.829
C08849,R030,D0532,P006,2025-09-17,3,2,5,In-person,1.053
C08850,R060,D0361,P008,2025-09-24,4,2,2,In-person,1.006
C08851,R017,D0486,P006,2025-09-14,1,1,0,In-person,0.652
C08852,R043,D0220,P003,2025-09-27,4,1,3,Clinic Camp,1.05
C08853,R013,D0251,P004,2025-09-15,4,1,4,In-person,0.965
C08854,R030,D0627,P008,2025-09-30,2,2,5,Virtual,0.896
C08855,R055,D0350,P001,2025-09-05,3,1,1,Virtual,0.9
C08856,R058,D0566,P002,2025-09-27,3,2,3,In-person,0.999
C08857,R044,D0676,P001,2025-09-04,1,2,5,Clinic Camp,0.892
C08858,R025,D0819,P006,2025-09-25,2,2,3,Clinic Camp,0.959
C08859,R048,D0096,P004,2025-09-20,1,1,5,In-person,0.789
C08860,R011,D0357,P002,2025-09-17,1,1,4,Clinic Camp,0.85
C08861,R016,D0608,P008,2025-09-27,2,1,1,In-person,0.684
C08862,R059,D0397,P005,2025-09-20,3,2,1,In-person,1.057
C08863,R052,D0454,P002,2025-09-21,3,2,5,In-person,0.957
C08864,R034,D0542,P008,2025-09-23,1,1,4,In-person,0.651
C08865,R054,D0794,P006,2025-09-26,4,1,5,Clinic Camp,0.947
C08866,R029,D0222,P002,2025-09-07,1,1,2,In-person,0.718
C08867,R069,D0213,P007,2025-09-26,2,1,0,In-person,0.721
C08868,R050,D0352,P001,2025-09-18,3,2,1,Clinic Camp,0.881
C08869,R048,D0396,P008,2025-09-01,4,2,3,Clinic Camp,1.145
C08870,R046,D0796,P004,2025-09-28,4,1,0,In-person,0.85
C08871,R051,D0071,P003,2025-09-24,1,2,1,Clinic Camp,0.637
C08872,R061,D0150,P001,2025-09-27,2,1,1,In-person,0.77
C08873,R013,D0761,P008,2025-09-24,4,2,0,In-person,1.174
C08874,R026,D0628,P005,2025-09-11,1,1,2,Virtual,0.661
C08875,R025,D0611,P005,2025-09-11,4,2,5,In-person,1.028
C08876,R023,D0187,P007,2025-09-09,3,2,2,In-person,0.944
C08877,R033,D0554,P005,2025-09-13,3,1,2,Virtual,1.01
C08878,R009,D0317,P003,2025-09-02,3,2,3,In-person,0.965
C08879,R040,D0592,P007,2025-09-23,4,1,4,In-person,0.91
C08880,R066,D0072,P005,2025-09-23,3,2,2,In-person,1.005
C08881,R054,D0242,P002,2025-09-30,2,1,0,Clinic Camp,0.803
C08882,R007,D0569,P007,2025-09-17,3,1,2,In-person,0.925
C08883,R029,D0570,P007,2025-09-30,3,2,0,Clinic Camp,0.855
C08884,R002,D0762,P002,2025-09-07,3,2,1,In-person,0.913
C08885,R022,D0654,P006,2025-09-15,1,1,4,In-person,0.872
C08886,R054,D0006,P008,2025-09-24,4,2,1,Clinic Camp,1.061
C08887,R064,D0073,P007,2025-09-24,2,1,2,In-person,0.881
C08888,R010,D0225,P002,2025-09-24,3,2,2,Virtual,0.972
C08889,R066,D0753,P007,2025-09-14,3,2,6,Virtual,1.133
C08890,R021,D0319,P001,2025-09-03,1,2,1,In-person,0.841
C08891,R038,D0752,P005,2025-09-26,4,2,0,In-person,0.968
C08892,R026,D0119,P005,2025-09-12,1,1,3,In-person,0.824
C08893,R023,D0843,P001,2025-09-20,4,1,4,Clinic Camp,0.922
C08894,R021,D0009,P006,2025-09-04,4,2,3,In-person,1.187
C08895,R033,D0757,P003,2025-09-29,3,2,4,In-person,1.093
C08896,R071,D0747,P007,2025-09-08,4,1,6,In-person,1.005
C08897,R044,D0336,P008,2025-09-30,4,2,4,Clinic Camp,1.067
C08898,R018,D0244,P005,2025-09-22,4,2,3,In-person,1.075
C08899,R033,D0541,P006,2025-09-10,4,2,4,In-person,1.068
C08900,R072,D0568,P001,2025-09-12,4,2,1,Virtual,1.134
C08901,R065,D0083,P008,2025-09-30,4,1,1,Virtual,0.895
C08902,R047,D0187,P006,2025-09-18,4,2,2,In-person,0.926
C08903,R047,D0583,P004,2025-09-21,1,1,5,In-person,0.779
C08904,R042,D0644,P001,2025-09-19,2,1,5,In-person,0.93
C08905,R068,D0273,P005,2025-09-08,2,1,3,Clinic Camp,0.915
C08906,R035,D0741,P008,2025-09-04,4,1,4,Clinic Camp,1.001
C08907,R051,D0716,P007,2025-09-01,2,1,5,In-person,0.819
C08908,R065,D0635,P001,2025-09-13,2,1,1,Clinic Camp,0.794
C08909,R038,D0190,P007,2025-09-21,4,1,0,In-person,0.868
C08910,R042,D0465,P001,2025-09-10,3,1,5,In-person,0.756
C08911,R053,D0137,P004,2025-09-07,3,1,0,In-person,0.782
C08912,R017,D0130,P004,2025-09-12,4,2,1,Clinic Camp,1.069
C08913,R064,D0067,P001,2025-09-07,4,1,2,In-person,0.934
C08914,R003,D0432,P002,2025-09-14,3,2,5,Clinic Camp,1.005
C08915,R009,D0673,P008,2025-09-17,4,1,2,In-person,1.045
C08916,R064,D0237,P006,2025-09-09,1,1,0,In-person,0.633
C08917,R061,D0087,P007,2025-09-01,3,1,0,In-person,0.781
C08918,R028,D0258,P005,2025-09-04,1,1,1,In-person,0.754
C08919,R010,D0112,P004,2025-09-13,4,1,0,In-person,0.863
C08920,R052,D0658,P001,2025-09-06,1,2,2,In-person,0.779
C08921,R012,D0149,P005,2025-09-24,3,1,0,Clinic Camp,0.974
C08922,R072,D0180,P007,2025-09-05,4,2,5,Clinic Camp,1.014
C08923,R044,D0336,P002,2025-09-01,3,1,0,Clinic Camp,0.791
C08924,R012,D0152,P004,2025-09-19,1,2,1,Virtual,0.853
C08925,R005,D0828,P004,2025-09-19,2,1,0,In-person,0.776
C08926,R024,D0160,P007,2025-09-21,4,2,2,In-person,0.936
C08927,R026,D0352,P002,2025-09-05,4,2,5,In-person,1.243
C08928,R051,D0565,P001,2025-09-21,4,1,4,In-person,0.928
C08929,R021,D0213,P002,2025-09-26,4,1,6,In-person,1.008
C08930,R048,D0389,P002,2025-09-19,2,2,4,In-person,0.977
C08931,R057,D0143,P007,2025-09-12,4,2,2,In-person,1.219
C08932,R017,D0470,P003,2025-09-15,1,1,6,In-person,0.785
C08933,R062,D0014,P003,2025-09-25,2,1,1,Clinic Camp,0.724
C08934,R013,D0272,P003,2025-09-05,2,1,0,In-person,0.82
C08935,R033,D0317,P007,2025-09-22,2,1,2,In-person,0.983
C08936,R065,D0425,P006,2025-09-09,4,1,6,Virtual,1.039
C08937,R072,D0096,P004,2025-09-27,4,1,5,Clinic Camp,0.987
C08938,R027,D0825,P007,2025-09-05,4,1,3,Clinic Camp,1.005
C08939,R040,D0043,P001,2025-09-16,4,1,6,In-person,0.862
C08940,R015,D0114,P006,2025-09-13,1,1,4,In-person,0.733
C08941,R015,D0108,P003,2025-09-15,4,2,1,Clinic Camp,0.882
C08942,R006,D0837,P004,2025-09-12,4,1,0,In-person,0.891
C08943,R036,D0282,P002,2025-09-02,3,2,0,In-person,0.899
C08944,R001,D0388,P001,2025-09-26,1,1,5,In-person,0.589
C08945,R067,D0670,P006,2025-09-17,3,2,2,In-person,0.99
C08946,R026,D0119,P007,2025-09-19,3,2,2,In-person,1.025
C08947,R065,D0046,P008,2025-09-16,1,1,2,In-person,0.731
C08948,R066,D0135,P002,2025-09-16,1,2,0,In-person,0.678
C08949,R037,D0601,P007,2025-09-19,4,2,0,In-person,1.111
C08950,R017,D0818,P001,2025-09-13,1,1,5,In-person,0.952
C08951,R031,D0547,P007,2025-09-04,2,2,4,In-person,0.974
C08952,R019,D0715,P005,2025-09-01,3,2,1,In-person,0.93
C08953,R038,D0752,P007,2025-09-17,4,1,0,Clinic Camp,0.893
C08954,R057,D0250,P001,2025-09-06,2,1,3,In-person,0.869
C08955,R025,D0133,P007,2025-09-14,1,1,0,In-person,0.717
C08956,R030,D0161,P004,2025-09-19,4,1,2,In-person,0.991
C08957,R014,D0685,P005,2025-09-18,4,1,5,In-person,1.046
C08958,R032,D0605,P005,2025-09-06,4,1,1,In-person,0.879
C08959,R049,D0760,P006,2025-09-20,2,1,5,In-person,0.804
C08960,R005,D0453,P005,2025-09-29,3,1,6,In-person,0.936
C08961,R055,D0842,P004,2025-09-11,1,2,1,Virtual,0.855
C08962,R012,D0806,P004,2025-09-04,3,1,4,In-person,0.797
C08963,R067,D0702,P001,2025-09-16,3,1,5,In-person,0.922
C08964,R020,D0684,P006,2025-09-19,3,1,3,Clinic Camp,0.901
C08965,R041,D0083,P006,2025-09-12,3,2,2,In-person,0.937
C08966,R070,D0637,P005,2025-09-18,4,1,6,In-person,1.14
C08967,R043,D0797,P006,2025-09-23,4,1,2,Clinic Camp,1.055
C08968,R001,D0259,P003,2025-09-18,1,1,1,In-person,0.761
C08969,R005,D0735,P002,2025-09-24,3,1,0,In-person,0.992
C08970,R021,D0246,P008,2025-09-05,3,1,6,In-person,1.028
C08971,R042,D0195,P008,2025-09-09,3,1,1,In-person,0.879
C08972,R008,D0622,P007,2025-09-17,3,1,0,In-person,0.812
C08973,R033,D0132,P001,2025-09-08,1,2,0,In-person,0.768
C08974,R038,D0412,P005,2025-09-30,2,1,2,In-person,0.846
C08975,R027,D0803,P006,2025-09-21,4,1,4,Virtual,0.962
C08976,R039,D0141,P001,2025-09-13,1,2,4,In-person,0.751
C08977,R022,D0102,P008,2025-09-24,4,1,5,In-person,0.98
C08978,R042,D0750,P007,2025-09-30,1,2,4,In-person,0.954
C08979,R071,D0639,P003,2025-09-01,4,1,0,Clinic Camp,0.714
C08980,R002,D0333,P005,2025-09-17,1,2,5,Virtual,1.002
C08981,R067,D0345,P008,2025-09-13,1,1,1,In-person,0.774
C08982,R028,D0783,P007,2025-09-23,3,1,6,Virtual,0.939
C08983,R004,D0560,P007,2025-09-10,4,1,2,Clinic Camp,0.979
C08984,R010,D0734,P008,2025-09-10,1,1,0,In-person,0.787
C08985,R031,D0144,P006,2025-09-23,2,2,2,In-person,0.909
C08986,R018,D0407,P008,2025-09-27,2,2,3,Virtual,1.0
C08987,R062,D0602,P008,2025-09-05,4,1,5,Clinic Camp,1.078
C08988,R023,D0031,P001,2025-09-19,2,2,3,In-person,0.938
C08989,R023,D0378,P006,2025-09-24,1,1,0,In-person,0.621
C08990,R063,D0011,P003,2025-09-05,4,2,0,In-person,1.002
C08991,R006,D0794,P004,2025-09-20,1,1,4,In-person,0.619
C08992,R034,D0490,P002,2025-09-30,2,2,0,In-person,0.906
C08993,R065,D0130,P006,2025-09-26,1,1,3,In-person,0.73
C08994,R021,D0386,P007,2025-09-06,2,2,6,In-person,0.929
C08995,R012,D0139,P004,2025-09-30,4,1,5,In-person,1.062
C08996,R011,D0687,P006,2025-09-11,1,1,4,Clinic Camp,0.68
C08997,R001,D0133,P003,2025-09-15,3,2,2,Virtual,0.985
C08998,R034,D0423,P006,2025-09-09,3,1,3,Clinic Camp,0.877
C08999,R026,D0131,P001,2025-09-21,3,2,0,Virtual,0.926
C09000,R031,D0202,P008,2025-09-04,1,1,5,In-person,0.823
C09001,R002,D0838,P004,2025-09-22,2,2,0,Virtual,1.016
C09002,R011,D0390,P005,2025-09-02,1,1,0,Clinic Camp,0.742
C09003,R011,D0093,P007,2025-09-26,4,1,4,In-person,1.101
C09004,R030,D0627,P001,2025-09-10,4,1,4,In-person,1.104
C09005,R061,D0117,P008,2025-09-16,2,2,3,In-person,0.986
C09006,R049,D0553,P005,2025-09-07,3,1,3,In-person,0.756
C09007,R013,D0686,P008,2025-09-04,1,2,4,In-person,0.853
C09008,R014,D0549,P005,2025-09-01,4,2,3,In-person,0.977
C09009,R015,D0183,P002,2025-09-30,4,1,0,Clinic Camp,1.149
C09010,R022,D0174,P005,2025-09-05,1,2,3,In-person,0.774
C09011,R062,D0190,P005,2025-09-02,3,2,0,In-person,0.82
C09012,R024,D0493,P008,2025-09-16,1,1,0,In-person,0.488
C09013,R036,D0624,P005,2025-09-29,3,1,3,Virtual,0.821
C09014,R064,D0438,P004,2025-09-03,3,1,4,In-person,0.932
C09015,R008,D0419,P002,2025-09-08,2,2,0,In-person,0.957
C09016,R043,D0024,P003,2025-09-17,2,1,2,In-person,0.73
C09017,R053,D0742,P005,2025-09-15,3,1,6,In-person,1.052
C09018,R056,D0605,P003,2025-09-05,1,1,5,In-person,0.795
C09019,R055,D0547,P003,2025-09-29,1,2,5,Clinic Camp,0.851
C09020,R042,D0074,P001,2025-09-11,2,2,4,In-person,0.956
C09021,R069,D0215,P008,2025-09-21,2,2,1,In-person,1.001
C09022,R057,D0275,P007,2025-09-14,2,2,2,In-person,0.91
C09023,R052,D0435,P003,2025-09-18,2,1,4,Virtual,0.763
C09024,R055,D0683,P002,2025-09-28,1,1,4,In-person,0.816
C09025,R008,D0659,P007,2025-09-10,3,2,0,In-person,0.973
C09026,R004,D0358,P007,2025-09-25,4,2,6,Clinic Camp,1.103
C09027,R051,D0230,P008,2025-09-09,2,1,6,Virtual,0.97
C09028,R030,D0339,P005,2025-09-10,3,2,0,Virtual,0.757
C09029,R015,D0576,P006,2025-09-01,1,2,4,In-person,0.901
C09030,R070,D0243,P006,2025-09-11,2,2,1,In-person,0.951
C09031,R063,D0332,P002,2025-09-18,2,1,2,In-person,0.7
C09032,R039,D0695,P005,2025-09-20,4,1,6,Clinic Camp,0.909
C09033,R027,D0564,P003,2025-09-13,2,1,4,In-person,0.932
C09034,R046,D0411,P007,2025-09-11,3,1,2,In-person,0.98
C09035,R050,D0689,P008,2025-09-07,1,1,0,In-person,0.819
C09036,R006,D0242,P001,2025-09-28,4,1,5,Clinic Camp,0.955
C09037,R025,D0032,P001,2025-09-12,3,2,2,In-person,0.992
C09038,R035,D0687,P003,2025-09-10,1,1,4,Virtual,0.809
C09039,R060,D0370,P001,2025-09-29,2,2,1,In-person,0.751
C09040,R054,D0256,P001,2025-09-20,3,1,5,Virtual,0.953
C09041,R069,D0056,P008,2025-09-26,2,1,2,Virtual,0.827
C09042,R026,D0810,P005,2025-09-12,4,1,5,In-person,1.07
C09043,R039,D0576,P007,2025-09-13,3,1,0,In-person,0.804
C09044,R001,D0259,P005,2025-09-22,3,1,4,Virtual,1.022
C09045,R068,D0596,P006,2025-09-30,2,1,6,In-person,0.894
C09046,R051,D0383,P006,2025-09-24,4,1,3,In-person,1.111
C09047,R058,D0216,P002,2025-09-14,3,2,3,In-person,1.054
C09048,R053,D0241,P002,2025-09-18,3,1,4,In-person,0.944
C09049,R056,D0129,P004,2025-09-11,3,1,5,In-person,0.845
C09050,R045,D0832,P003,2025-09-14,3,2,5,Virtual,0.924
C09051,R068,D0774,P007,2025-09-12,4,1,0,In-person,1.048
C09052,R002,D0790,P003,2025-09-03,1,2,2,In-person,0.906
C09053,R070,D0243,P003,2025-09-27,3,2,5,Clinic Camp,1.007
C09054,R071,D0850,P005,2025-09-05,1,1,6,Clinic Camp,0.785
C09055,R019,D0175,P002,2025-09-09,2,2,4,In-person,0.96
C09056,R057,D0765,P007,2025-09-08,2,2,0,In-person,0.762
C09057,R029,D0090,P001,2025-09-07,1,2,4,In-person,0.835
C09058,R050,D0261,P007,2025-09-15,3,1,6,In-person,1.007
C09059,R053,D0550,P005,2025-09-29,2,1,5,In-person,0.93
C09060,R059,D0826,P008,2025-09-10,2,1,5,Clinic Camp,0.841
C09061,R036,D0164,P003,2025-09-23,4,2,3,In-person,1.192
C09062,R009,D0380,P008,2025-09-22,2,2,6,In-person,1.062
C09063,R048,D0620,P007,2025-09-23,1,1,4,In-person,0.72
C09064,R039,D0377,P004,2025-09-19,4,1,3,In-person,0.872
C09065,R065,D0561,P003,2025-09-23,1,1,6,In-person,0.866
C09066,R005,D0401,P002,2025-09-23,4,2,0,In-person,0.974
C09067,R029,D0001,P002,2025-09-21,3,2,0,In-person,0.889
C09068,R072,D0180,P005,2025-09-17,2,1,5,In-person,0.888
C09069,R041,D0491,P008,2025-09-03,3,1,0,In-person,0.908
C09070,R061,D0015,P005,2025-09-16,4,2,6,In-person,1.181
C09071,R024,D0160,P008,2025-09-23,4,1,6,Clinic Camp,1.032
C09072,R005,D0833,P007,2025-09-11,2,2,1,Clinic Camp,0.704
C09073,R039,D0004,P006,2025-10-08,1,2,6,In-person,0.984
C09074,R014,D0198,P006,2025-10-19,1,2,3,Clinic Camp,0.79
C09075,R049,D0573,P008,2025-10-05,4,2,3,In-person,1.089
C09076,R071,D0447,P007,2025-10-23,3,1,6,Virtual,0.948
C09077,R067,D0140,P002,2025-10-31,3,2,5,In-person,1.21
C09078,R046,D0063,P005,2025-10-16,3,1,6,In-person,1.123
C09079,R014,D0754,P004,2025-10-01,4,1,6,Clinic Camp,0.991
C09080,R051,D0564,P008,2025-10-09,3,1,5,In-person,0.832
C09081,R004,D0430,P002,2025-10-01,2,2,3,In-person,0.823
C09082,R036,D0062,P007,2025-10-15,1,2,1,In-person,0.84
C09083,R015,D0179,P004,2025-10-10,2,2,0,In-person,0.827
C09084,R064,D0067,P008,2025-10-24,4,1,1,Clinic Camp,0.849
C09085,R040,D0831,P007,2025-10-27,1,2,3,In-person,0.812
C09086,R023,D0639,P003,2025-10-14,1,1,0,In-person,0.746
C09087,R004,D0413,P007,2025-10-31,4,1,2,In-person,0.95
C09088,R053,D0647,P002,2025-10-14,3,2,5,In-person,0.991
C09089,R052,D0169,P001,2025-10-04,1,2,0,In-person,0.771
C09090,R040,D0831,P005,2025-10-29,1,2,2,In-person,0.823
C09091,R003,D0527,P004,2025-10-13,1,2,6,In-person,0.926
C09092,R066,D0405,P002,2025-10-28,1,2,2,In-person,0.859
C09093,R036,D0813,P008,2025-10-23,2,1,5,In-person,0.738
C09094,R057,D0121,P001,2025-10-30,4,1,4,Virtual,1.005
C09095,R070,D0351,P005,2025-10-21,4,2,5,In-person,1.071
C09096,R035,D0091,P003,2025-10-19,2,2,5,Clinic Camp,0.879
C09097,R031,D0456,P003,2025-10-08,2,2,4,In-person,0.912
C09098,R047,D0224,P002,2025-10-09,4,1,6,In-person,1.12
C09099,R027,D0383,P004,2025-10-11,2,2,1,In-person,0.953
C09100,R059,D0593,P006,2025-10-10,1,1,1,Virtual,0.736
C09101,R051,D0205,P003,2025-10-19,3,1,4,In-person,0.85
C09102,R017,D0046,P006,2025-10-27,2,2,5,In-person,0.851
C09103,R033,D0132,P004,2025-10-02,4,1,4,In-person,0.917
C09104,R063,D0563,P007,2025-10-20,4,2,6,In-person,1.119
C09105,R045,D0455,P004,2025-10-24,4,2,4,In-person,1.085
C09106,R027,D0825,P003,2025-10-14,4,1,5,In-person,0.958
C09107,R012,D0806,P005,2025-10-09,3,1,0,In-person,0.92
C09108,R016,D0105,P006,2025-10-14,3,1,0,In-person,0.881
C09109,R058,D0542,P004,2025-10-26,1,1,5,In-person,0.588
C09110,R059,D0091,P008,2025-10-29,1,2,3,In-person,0.863
C09111,R037,D0036,P005,2025-10-22,1,1,2,Clinic Camp,0.806
C09112,R057,D0757,P003,2025-10-16,4,1,5,In-person,1.026
C09113,R037,D0270,P001,2025-10-21,2,1,2,Clinic Camp,0.863
C09114,R026,D0838,P004,2025-10-21,3,1,0,In-person,0.829
C09115,R014,D0014,P001,2025-10-24,2,2,3,In-person,0.919
C09116,R029,D0453,P001,2025-10-05,4,1,0,In-person,0.916
C09117,R050,D0261,P003,2025-10-03,2,2,6,In-person,0.993
C09118,R070,D0848,P003,2025-10-11,4,1,2,In-person,0.91
C09119,R005,D0647,P008,2025-10-09,3,1,2,In-person,0.973
C09120,R044,D0676,P006,2025-10-20,1,1,5,In-person,0.914
C09121,R019,D0218,P007,2025-10-17,2,1,0,Clinic Camp,0.738
C09122,R061,D0761,P005,2025-10-29,2,2,4,In-person,0.849
C09123,R013,D0700,P001,2025-10-25,3,1,6,In-person,0.85
C09124,R064,D0674,P007,2025-10-05,2,1,0,Clinic Camp,0.812
C09125,R047,D0364,P004,2025-10-27,1,2,6,In-person,0.955
C09126,R047,D0763,P004,2025-10-24,4,2,4,In-person,1.115
C09127,R040,D0535,P005,2025-10-12,4,1,1,In-person,0.978
C09128,R052,D0045,P002,2025-10-02,2,1,5,Virtual,0.825
C09129,R041,D0725,P004,2025-10-25,4,2,5,In-person,0.941
C09130,R031,D0010,P005,2025-10-06,1,1,6,In-person,0.778
C09131,R068,D0638,P006,2025-10-07,2,2,6,In-person,1.11
C09132,R002,D0221,P005,2025-10-15,1,2,4,In-person,0.893
C09133,R066,D0694,P008,2025-10-03,2,1,0,In-person,0.814
C09134,R066,D0522,P008,2025-10-13,3,2,5,In-person,1.102
C09135,R065,D0630,P001,2025-10-08,4,1,5,In-person,0.943
C09136,R011,D0593,P001,2025-10-02,4,2,5,Virtual,1.118
C09137,R002,D0582,P005,2025-10-28,4,2,1,Clinic Camp,1.069
C09138,R060,D0804,P007,2025-10-09,3,2,5,Clinic Camp,0.955
C09139,R054,D0254,P005,2025-10-17,2,1,5,Virtual,0.899
