sale_id,activity_id,rep_id,doctor_id,product_id,sale_date,month,territory,region,units_sold,revenue
S09726,C09726,R046,D0243,P005,2025-11-18,2025-11-01,Guwahati,East,15,6623.46
S09727,C09727,R072,D0726,P006,2025-11-18,2025-11-01,Siliguri,East,7,3577.42
S09728,C09728,R018,D0210,P007,2025-11-04,2025-11-01,Vijayawada,South,19,11560.74
S09729,C09729,R066,D0437,P005,2025-11-09,2025-11-01,Vijayawada,South,21,9271.09
S09730,C09730,R068,D0273,P001,2025-11-24,2025-11-01,Bhubaneswar,East,12,9072.07
S09731,C09731,R065,D0130,P002,2025-11-22,2025-11-01,Coimbatore,South,31,16608.64
S09732,C09732,R047,D0327,P008,2025-11-10,2025-11-01,Ranchi,East,38,11876.06
S09733,C09733,R058,D0640,P003,2025-11-19,2025-11-01,Surat,West,17,11542.95
S09734,C09734,R070,D0176,P004,2025-11-23,2025-11-01,Guwahati,East,36,31799.16
S09735,C09735,R004,D0557,P004,2025-11-12,2025-11-01,Lucknow,North,31,28212.59
S09736,C09736,R060,D0528,P008,2025-11-06,2025-11-01,Goa,West,39,12238.02
S09737,C09737,R003,D0825,P007,2025-11-01,2025-11-01,Jaipur,North,27,16997.14
S09738,C09738,R036,D0268,P004,2025-11-29,2025-11-01,Goa,West,23,21374.65
S09739,C09739,R001,D0219,P006,2025-11-10,2025-11-01,North Delhi,North,14,6433.2
S09740,C09740,R041,D0725,P005,2025-11-25,2025-11-01,Coimbatore,South,23,10780.04
S09741,C09741,R003,D0226,P006,2025-11-10,2025-11-01,Jaipur,North,13,6399.73
S09742,C09742,R013,D0117,P008,2025-11-22,2025-11-01,Bengaluru,South,35,10954.28
S09743,C09743,R031,D0748,P006,2025-11-10,2025-11-01,Mumbai,West,69,35740.72
S09744,C09744,R024,D0612,P001,2025-11-19,2025-11-01,Siliguri,East,41,32175.8
S09745,C09745,R030,D0060,P005,2025-11-29,2025-11-01,Dehradun,North,25,11365.67
S09746,C09746,R002,D0762,P007,2025-11-23,2025-11-01,Chandigarh,North,22,13863.7
S09747,C09747,R005,D0598,P001,2025-11-05,2025-11-01,Ludhiana,North,21,16526.82
S09748,C09748,R042,D0229,P003,2025-11-16,2025-11-01,Vijayawada,South,26,16509.34
S09749,C09749,R022,D0441,P002,2025-11-09,2025-11-01,Guwahati,East,20,11393.29
S09750,C09750,R067,D0172,P006,2025-11-07,2025-11-01,Kolkata,East,19,10205.75
S09751,C09751,R034,D0111,P002,2025-11-25,2025-11-01,Surat,West,8,4322.87
S09752,C09752,R039,D0114,P005,2025-11-30,2025-11-01,Hyderabad,South,31,13861.86
S09753,C09753,R031,D0202,P001,2025-11-28,2025-11-01,Mumbai,West,24,17997.97
S09754,C09754,R056,D0502,P008,2025-11-26,2025-11-01,Pune,West,26,9015.93
S09755,C09755,R031,D0696,P003,2025-11-15,2025-11-01,Mumbai,West,30,19617.57
S09756,C09756,R053,D0444,P004,2025-11-16,2025-11-01,Ludhiana,North,29,25997.88
S09757,C09757,R026,D0003,P007,2025-11-17,2025-11-01,Chandigarh,North,22,13703.32
S09758,C09758,R032,D0433,P004,2025-11-23,2025-11-01,Pune,West,23,17642.68
S09759,C09759,R043,D0634,P001,2025-11-02,2025-11-01,Kolkata,East,20,14885.6
S09760,C09760,R027,D0714,P008,2025-11-25,2025-11-01,Jaipur,North,31,11011.98
S09761,C09761,R014,D0602,P001,2025-11-25,2025-11-01,Chennai,South,36,24153.21
S09762,C09762,R038,D0325,P004,2025-11-30,2025-11-01,Chennai,South,13,10704.33
S09763,C09763,R027,D0616,P001,2025-11-18,2025-11-01,Jaipur,North,35,26686.37
S09764,C09764,R045,D0009,P006,2025-11-14,2025-11-01,Patna,East,20,9694.0
S09765,C09765,R002,D0329,P003,2025-11-15,2025-11-01,Chandigarh,North,20,12704.4
S09766,C09766,R014,D0469,P008,2025-11-19,2025-11-01,Chennai,South,39,11759.2
S09767,C09767,R002,D0003,P002,2025-11-10,2025-11-01,Chandigarh,North,14,7495.01
S09768,C09768,R027,D0040,P006,2025-11-24,2025-11-01,Jaipur,North,20,10382.15
S09769,C09769,R063,D0695,P001,2025-11-14,2025-11-01,Hyderabad,South,16,12729.98
S09770,C09770,R023,D0182,P001,2025-11-09,2025-11-01,Ranchi,East,29,21690.44
S09771,C09771,R018,D0092,P003,2025-11-23,2025-11-01,Vijayawada,South,18,12457.7
S09772,C09772,R002,D0582,P008,2025-11-11,2025-11-01,Chandigarh,North,19,6123.47
S09773,C09773,R067,D0218,P008,2025-11-03,2025-11-01,Kolkata,East,13,4382.79
S09774,C09774,R055,D0842,P005,2025-11-16,2025-11-01,Mumbai,West,30,13998.89
S09775,C09775,R052,D0781,P003,2025-11-16,2025-11-01,Lucknow,North,36,23449.26
S09776,C09776,R001,D0751,P003,2025-11-09,2025-11-01,North Delhi,North,12,7826.2
S09777,C09777,R071,D0260,P002,2025-11-02,2025-11-01,Ranchi,East,21,11539.74
S09778,C09778,R014,D0752,P003,2025-11-15,2025-11-01,Chennai,South,38,26663.08
S09779,C09779,R031,D0292,P004,2025-11-24,2025-11-01,Mumbai,West,23,20598.07
S09780,C09780,R034,D0124,P006,2025-11-25,2025-11-01,Surat,West,11,5668.62
S09781,C09781,R052,D0783,P002,2025-11-07,2025-11-01,Lucknow,North,23,12770.94
S09782,C09782,R029,D0647,P001,2025-11-13,2025-11-01,Ludhiana,North,33,23455.54
S09783,C09783,R003,D0080,P005,2025-11-28,2025-11-01,Jaipur,North,13,5552.32
S09784,C09784,R020,D0756,P002,2025-11-11,2025-11-01,Bhubaneswar,East,10,5458.81
S09785,C09785,R036,D0149,P004,2025-11-15,2025-11-01,Goa,West,15,12711.72
S09786,C09786,R037,D0601,P006,2025-11-21,2025-11-01,Bengaluru,South,28,14091.41
S09787,C09787,R007,D0459,P008,2025-11-14,2025-11-01,Mumbai,West,29,9273.8
S09788,C09788,R031,D0010,P005,2025-11-26,2025-11-01,Mumbai,West,49,25259.1
S09789,C09789,R056,D0633,P008,2025-11-11,2025-11-01,Pune,West,31,9832.34
S09790,C09790,R050,D0664,P003,2025-11-15,2025-11-01,Chandigarh,North,29,17116.64
S09791,C09791,R005,D0816,P006,2025-11-16,2025-11-01,Ludhiana,North,25,12879.99
S09792,C09792,R062,D0487,P008,2025-11-23,2025-11-01,Chennai,South,35,11769.8
S09793,C09793,R060,D0745,P002,2025-11-11,2025-11-01,Goa,West,38,21066.22
S09794,C09794,R022,D0796,P006,2025-11-09,2025-11-01,Guwahati,East,40,20874.0
S09795,C09795,R064,D0831,P004,2025-11-11,2025-11-01,Kochi,South,49,42003.41
S09796,C09796,R048,D0467,P008,2025-11-07,2025-11-01,Siliguri,East,32,10024.74
S09797,C09797,R018,D0020,P003,2025-11-06,2025-11-01,Vijayawada,South,38,24015.25
S09798,C09798,R037,D0252,P008,2025-11-25,2025-11-01,Bengaluru,South,25,7706.0
S09799,C09799,R055,D0547,P007,2025-11-11,2025-11-01,Mumbai,West,18,10865.59
S09800,C09800,R015,D0108,P006,2025-11-09,2025-11-01,Hyderabad,South,26,13870.02
S09801,C09801,R016,D0103,P001,2025-11-25,2025-11-01,Kochi,South,21,18739.42
S09802,C09802,R048,D0312,P001,2025-11-24,2025-11-01,Siliguri,East,19,14928.61
S09803,C09803,R015,D0795,P006,2025-11-08,2025-11-01,Hyderabad,South,19,9951.87
S09804,C09804,R035,D0342,P004,2025-11-10,2025-11-01,Nagpur,West,43,33654.24
S09805,C09805,R049,D0793,P003,2025-11-25,2025-11-01,North Delhi,North,22,14200.79
S09806,C09806,R044,D0684,P007,2025-11-09,2025-11-01,Bhubaneswar,East,19,12477.62
S09807,C09807,R053,D0241,P004,2025-11-26,2025-11-01,Ludhiana,North,30,26824.96
S09808,C09808,R026,D0201,P004,2025-11-19,2025-11-01,Chandigarh,North,20,17706.62
S09809,C09809,R028,D0658,P003,2025-11-20,2025-11-01,Lucknow,North,24,18137.51
S09810,C09810,R042,D0595,P008,2025-11-17,2025-11-01,Vijayawada,South,16,5424.58
S09811,C09811,R062,D0504,P003,2025-11-01,2025-11-01,Chennai,South,22,15080.2
S09812,C09812,R008,D0834,P003,2025-11-25,2025-11-01,Pune,West,26,17105.39
S09813,C09813,R016,D0073,P006,2025-11-17,2025-11-01,Kochi,South,21,10855.66
S09814,C09814,R069,D0283,P001,2025-11-06,2025-11-01,Patna,East,19,16404.19
S09815,C09815,R042,D0417,P005,2025-11-25,2025-11-01,Vijayawada,South,34,17385.69
S09816,C09816,R045,D0009,P005,2025-11-09,2025-11-01,Patna,East,20,8952.8
S09817,C09817,R063,D0844,P002,2025-11-11,2025-11-01,Hyderabad,South,44,21830.83
S09818,C09818,R047,D0472,P007,2025-11-20,2025-11-01,Ranchi,East,24,14676.16
S09819,C09819,R024,D0289,P001,2025-11-09,2025-11-01,Siliguri,East,17,13766.33
S09820,C09820,R066,D0210,P008,2025-11-01,2025-11-01,Vijayawada,South,9,3140.1
S09821,C09821,R033,D0035,P007,2025-11-10,2025-11-01,Ahmedabad,West,36,21844.7
S09822,C09822,R021,D0499,P002,2025-11-21,2025-11-01,Patna,East,12,6367.03
S09823,C09823,R020,D0847,P004,2025-11-13,2025-11-01,Bhubaneswar,East,13,12213.3
S09824,C09824,R041,D0018,P002,2025-11-22,2025-11-01,Coimbatore,South,37,19057.96
S09825,C09825,R007,D0456,P005,2025-11-03,2025-11-01,Mumbai,West,29,13181.62
S09826,C09826,R072,D0520,P003,2025-11-08,2025-11-01,Siliguri,East,10,6601.81
S09827,C09827,R013,D0272,P004,2025-11-08,2025-11-01,Bengaluru,South,20,17736.22
S09828,C09828,R047,D0516,P008,2025-11-02,2025-11-01,Ranchi,East,20,6809.35
S09829,C09829,R026,D0681,P005,2025-11-20,2025-11-01,Chandigarh,North,44,20781.95
S09830,C09830,R004,D0783,P007,2025-11-07,2025-11-01,Lucknow,North,42,24927.82
S09831,C09831,R049,D0553,P006,2025-11-15,2025-11-01,North Delhi,North,21,10584.01
S09832,C09832,R018,D0481,P004,2025-11-30,2025-11-01,Vijayawada,South,40,40580.05
S09833,C09833,R053,D0241,P001,2025-11-08,2025-11-01,Ludhiana,North,24,17368.74
S09834,C09834,R025,D0094,P001,2025-11-06,2025-11-01,North Delhi,North,21,14841.51
S09835,C09835,R066,D0072,P005,2025-11-28,2025-11-01,Vijayawada,South,24,10354.82
S09836,C09836,R017,D0053,P005,2025-11-11,2025-11-01,Coimbatore,South,16,7471.9
S09837,C09837,R015,D0743,P005,2025-11-09,2025-11-01,Hyderabad,South,35,17015.23
S09838,C09838,R051,D0071,P007,2025-11-22,2025-11-01,Jaipur,North,19,11523.32
S09839,C09839,R037,D0308,P001,2025-11-04,2025-11-01,Bengaluru,South,26,19708.12
S09840,C09840,R069,D0499,P006,2025-11-12,2025-11-01,Patna,East,16,7860.31
S09841,C09841,R058,D0490,P006,2025-11-06,2025-11-01,Surat,West,28,13042.63
S09842,C09842,R026,D0119,P006,2025-11-27,2025-11-01,Chandigarh,North,11,6058.63
S09843,C09843,R030,D0744,P002,2025-11-09,2025-11-01,Dehradun,North,22,11759.71
S09844,C09844,R059,D0420,P004,2025-11-18,2025-11-01,Nagpur,West,33,29696.8
S09845,C09845,R038,D0014,P001,2025-11-16,2025-11-01,Chennai,South,22,17891.79
S09846,C09846,R034,D0098,P002,2025-11-15,2025-11-01,Surat,West,13,7506.78
S09847,C09847,R006,D0744,P007,2025-11-02,2025-11-01,Dehradun,North,22,13268.44
S09848,C09848,R041,D0788,P005,2025-11-08,2025-11-01,Coimbatore,South,33,14487.68
S09849,C09849,R035,D0626,P007,2025-11-26,2025-11-01,Nagpur,West,21,12796.16
S09850,C09850,R047,D0284,P006,2025-11-17,2025-11-01,Ranchi,East,46,23305.53
S09851,C09851,R010,D0755,P002,2025-11-27,2025-11-01,Surat,West,20,10498.79
S09852,C09852,R042,D0229,P007,2025-11-17,2025-11-01,Vijayawada,South,27,15430.53
S09853,C09853,R067,D0172,P006,2025-11-10,2025-11-01,Kolkata,East,25,12998.04
S09854,C09854,R004,D0584,P002,2025-11-11,2025-11-01,Lucknow,North,22,12667.23
S09855,C09855,R061,D0251,P001,2025-11-24,2025-11-01,Bengaluru,South,29,24601.23
S09856,C09856,R050,D0375,P007,2025-11-08,2025-11-01,Chandigarh,North,23,13499.38
S09857,C09857,R059,D0574,P006,2025-11-18,2025-11-01,Nagpur,West,22,12206.62
S09858,C09858,R025,D0113,P001,2025-11-29,2025-11-01,North Delhi,North,12,8844.92
S09859,C09859,R026,D0810,P004,2025-11-26,2025-11-01,Chandigarh,North,23,20622.73
S09860,C09860,R006,D0161,P008,2025-11-12,2025-11-01,Dehradun,North,26,8754.95
S09861,C09861,R072,D0738,P007,2025-11-09,2025-11-01,Siliguri,East,21,13163.89
S09862,C09862,R044,D0330,P007,2025-11-19,2025-11-01,Bhubaneswar,East,9,5877.59
S09863,C09863,R056,D0419,P004,2025-11-19,2025-11-01,Pune,West,27,22798.72
S09864,C09864,R029,D0233,P001,2025-11-22,2025-11-01,Ludhiana,North,12,9274.54
S09865,C09865,R021,D0448,P003,2025-11-03,2025-11-01,Patna,East,28,18292.35
S09866,C09866,R057,D0035,P006,2025-11-17,2025-11-01,Ahmedabad,West,22,11859.09
S09867,C09867,R027,D0159,P007,2025-11-01,2025-11-01,Jaipur,North,43,25926.48
S09868,C09868,R013,D0341,P006,2025-11-30,2025-11-01,Bengaluru,South,20,10319.2
S09869,C09869,R045,D0518,P001,2025-11-27,2025-11-01,Patna,East,20,15398.53
S09870,C09870,R002,D0829,P005,2025-11-23,2025-11-01,Chandigarh,North,17,7961.52
S09871,C09871,R034,D0692,P002,2025-11-09,2025-11-01,Surat,West,25,12992.95
S09872,C09872,R038,D0754,P005,2025-11-23,2025-11-01,Chennai,South,46,19975.57
S09873,C09873,R012,D0759,P004,2025-11-14,2025-11-01,Goa,West,14,12149.32
S09874,C09874,R001,D0672,P005,2025-11-20,2025-11-01,North Delhi,North,12,5266.58
S09875,C09875,R069,D0246,P005,2025-11-07,2025-11-01,Patna,East,21,9562.05
S09876,C09876,R030,D0794,P006,2025-11-15,2025-11-01,Dehradun,North,23,12188.49
S09877,C09877,R053,D0833,P001,2025-11-27,2025-11-01,Ludhiana,North,38,27657.75
S09878,C09878,R022,D0418,P008,2025-11-06,2025-11-01,Guwahati,East,30,9401.34
S09879,C09879,R036,D0139,P005,2025-11-12,2025-11-01,Goa,West,27,13767.78
S09880,C09880,R065,D0046,P005,2025-11-09,2025-11-01,Coimbatore,South,24,10049.27
S09881,C09881,R072,D0389,P004,2025-11-06,2025-11-01,Siliguri,East,24,20167.11
S09882,C09882,R042,D0437,P001,2025-11-12,2025-11-01,Vijayawada,South,24,19002.85
S09883,C09883,R017,D0486,P006,2025-11-19,2025-11-01,Coimbatore,South,16,7505.6
S09884,C09884,R044,D0756,P003,2025-11-02,2025-11-01,Bhubaneswar,East,13,8523.78
S09885,C09885,R039,D0415,P008,2025-11-07,2025-11-01,Hyderabad,South,39,13523.98
S09886,C09886,R032,D0605,P006,2025-11-25,2025-11-01,Pune,West,35,17291.42
S09887,C09887,R001,D0672,P004,2025-11-08,2025-11-01,North Delhi,North,17,14452.53
S09888,C09888,R057,D0811,P001,2025-11-11,2025-11-01,Ahmedabad,West,21,15046.43
S09889,C09889,R051,D0594,P005,2025-11-21,2025-11-01,Jaipur,North,14,6156.32
S09890,C09890,R069,D0448,P007,2025-11-23,2025-11-01,Patna,East,19,11450.7
S09891,C09891,R006,D0060,P004,2025-11-29,2025-11-01,Dehradun,North,31,30534.8
S09892,C09892,R049,D0609,P006,2025-11-05,2025-11-01,North Delhi,North,23,11620.55
S09893,C09893,R002,D0184,P001,2025-11-23,2025-11-01,Chandigarh,North,24,18589.67
S09894,C09894,R033,D0317,P004,2025-11-22,2025-11-01,Ahmedabad,West,39,34625.49
S09895,C09895,R032,D0480,P007,2025-11-04,2025-11-01,Pune,West,16,9334.1
S09896,C09896,R028,D0048,P004,2025-11-27,2025-11-01,Lucknow,North,19,14914.24
S09897,C09897,R033,D0673,P008,2025-11-10,2025-11-01,Ahmedabad,West,21,7204.86
S09898,C09898,R037,D0209,P004,2025-11-13,2025-11-01,Bengaluru,South,33,30256.34
S09899,C09899,R012,D0427,P007,2025-11-24,2025-11-01,Goa,West,14,9014.14
S09900,C09900,R039,D0235,P006,2025-11-16,2025-11-01,Hyderabad,South,25,12899.67
S09901,C09901,R050,D0303,P008,2025-11-09,2025-11-01,Chandigarh,North,10,3385.41
S09902,C09902,R038,D0347,P005,2025-11-10,2025-11-01,Chennai,South,51,21649.48
S09903,C09903,R028,D0045,P004,2025-11-23,2025-11-01,Lucknow,North,26,23198.66
S09904,C09904,R039,D0179,P003,2025-11-06,2025-11-01,Hyderabad,South,14,9478.4
S09905,C09905,R046,D0650,P006,2025-11-15,2025-11-01,Guwahati,East,23,12503.3
S09906,C09906,R045,D0084,P008,2025-11-23,2025-11-01,Patna,East,30,9799.77
S09907,C09907,R030,D0525,P002,2025-11-27,2025-11-01,Dehradun,North,19,10473.91
S09908,C09908,R037,D0075,P008,2025-11-25,2025-11-01,Bengaluru,South,27,8737.67
S09909,C09909,R071,D0447,P008,2025-11-11,2025-11-01,Ranchi,East,17,5037.9
S09910,C09910,R071,D0516,P007,2025-11-06,2025-11-01,Ranchi,East,27,15981.18
S09911,C09911,R024,D0389,P005,2025-11-29,2025-11-01,Siliguri,East,35,15693.76
S09912,C09912,R047,D0639,P007,2025-11-18,2025-11-01,Ranchi,East,33,20968.56
S09913,C09913,R032,D0265,P003,2025-11-13,2025-11-01,Pune,West,24,16246.92
S09914,C09914,R052,D0413,P006,2025-11-28,2025-11-01,Lucknow,North,64,35097.96
S09915,C09915,R058,D0185,P007,2025-11-22,2025-11-01,Surat,West,27,16871.93
S09916,C09916,R040,D0436,P007,2025-11-15,2025-11-01,Kochi,South,29,17501.4
S09917,C09917,R054,D0060,P005,2025-11-06,2025-11-01,Dehradun,North,31,15174.44
S09918,C09918,R011,D0269,P004,2025-11-03,2025-11-01,Nagpur,West,31,25873.52
S09919,C09919,R064,D0581,P008,2025-11-16,2025-11-01,Kochi,South,29,9145.03
S09920,C09920,R037,D0663,P006,2025-11-04,2025-11-01,Bengaluru,South,34,16518.94
S09921,C09921,R012,D0164,P007,2025-11-10,2025-11-01,Goa,West,32,18426.08
S09922,C09922,R007,D0343,P005,2025-11-21,2025-11-01,Mumbai,West,23,10005.13
S09923,C09923,R016,D0344,P008,2025-11-01,2025-11-01,Kochi,South,16,4950.66
S09924,C09924,R016,D0335,P004,2025-11-30,2025-11-01,Kochi,South,18,16172.47
S09925,C09925,R015,D0844,P005,2025-11-14,2025-11-01,Hyderabad,South,60,27116.12
S09926,C09926,R006,D0603,P007,2025-11-27,2025-11-01,Dehradun,North,25,15448.04
S09927,C09927,R020,D0355,P005,2025-11-06,2025-11-01,Bhubaneswar,East,13,6046.13
S09928,C09928,R011,D0428,P002,2025-11-14,2025-11-01,Nagpur,West,21,10015.04
S09929,C09929,R044,D0511,P007,2025-11-29,2025-11-01,Bhubaneswar,East,9,5532.45
S09930,C09930,R028,D0413,P004,2025-11-19,2025-11-01,Lucknow,North,29,24842.1
S09931,C09931,R055,D0429,P001,2025-11-25,2025-11-01,Mumbai,West,21,15034.72
S09932,C09932,R040,D0831,P003,2025-11-21,2025-11-01,Kochi,South,15,10012.1
S09933,C09933,R025,D0259,P001,2025-11-23,2025-11-01,North Delhi,North,18,14084.7
S09934,C09934,R044,D0443,P008,2025-11-11,2025-11-01,Bhubaneswar,East,29,9348.3
S09935,C09935,R065,D0018,P008,2025-11-14,2025-11-01,Coimbatore,South,23,7615.19
S09936,C09936,R060,D0376,P003,2025-11-02,2025-11-01,Goa,West,38,24225.42
S09937,C09937,R043,D0712,P008,2025-12-09,2025-12-01,Kolkata,East,13,3953.57
S09938,C09938,R018,D0758,P006,2025-12-02,2025-12-01,Vijayawada,South,30,15268.69
S09939,C09939,R009,D0403,P008,2025-12-11,2025-12-01,Ahmedabad,West,20,6252.1
S09940,C09940,R013,D0075,P002,2025-12-23,2025-12-01,Bengaluru,South,24,14708.63
S09941,C09941,R059,D0600,P001,2025-12-07,2025-12-01,Nagpur,West,25,19344.53
S09942,C09942,R010,D0426,P008,2025-12-15,2025-12-01,Surat,West,43,13738.2
S09943,C09943,R012,D0813,P003,2025-12-18,2025-12-01,Goa,West,17,10706.55
S09944,C09944,R022,D0418,P005,2025-12-06,2025-12-01,Guwahati,East,28,12182.29
S09945,C09945,R013,D0015,P008,2025-12-26,2025-12-01,Bengaluru,South,47,13748.22
S09946,C09946,R012,D0806,P003,2025-12-24,2025-12-01,Goa,West,20,12942.7
S09947,C09947,R044,D0636,P001,2025-12-06,2025-12-01,Bhubaneswar,East,14,10770.68
S09948,C09948,R010,D0640,P007,2025-12-02,2025-12-01,Surat,West,34,21804.61
S09949,C09949,R039,D0108,P004,2025-12-01,2025-12-01,Hyderabad,South,41,35897.73
S09950,C09950,R057,D0403,P001,2025-12-10,2025-12-01,Ahmedabad,West,20,15223.01
S09951,C09951,R004,D0320,P003,2025-12-04,2025-12-01,Lucknow,North,24,15962.66
S09952,C09952,R022,D0176,P005,2025-12-01,2025-12-01,Guwahati,East,26,11844.24
S09953,C09953,R038,D0693,P008,2025-12-15,2025-12-01,Chennai,South,23,7678.76
S09954,C09954,R067,D0125,P002,2025-12-17,2025-12-01,Kolkata,East,15,8643.54
S09955,C09955,R014,D0078,P005,2025-12-01,2025-12-01,Chennai,South,19,8681.25
S09956,C09956,R046,D0174,P002,2025-12-19,2025-12-01,Guwahati,East,9,4599.84
S09957,C09957,R038,D0786,P003,2025-12-13,2025-12-01,Chennai,South,39,25423.93
S09958,C09958,R051,D0088,P003,2025-12-07,2025-12-01,Jaipur,North,31,20573.34
S09959,C09959,R009,D0541,P005,2025-12-04,2025-12-01,Ahmedabad,West,29,12372.52
S09960,C09960,R054,D0167,P006,2025-12-24,2025-12-01,Dehradun,North,12,5999.76
S09961,C09961,R072,D0312,P001,2025-12-04,2025-12-01,Siliguri,East,16,11481.5
S09962,C09962,R059,D0507,P001,2025-12-07,2025-12-01,Nagpur,West,25,19808.31
S09963,C09963,R061,D0015,P006,2025-12-23,2025-12-01,Bengaluru,South,36,17250.07
S09964,C09964,R011,D0240,P003,2025-12-20,2025-12-01,Nagpur,West,34,21961.96
S09965,C09965,R001,D0553,P005,2025-12-31,2025-12-01,North Delhi,North,14,6357.84
S09966,C09966,R007,D0010,P001,2025-12-02,2025-12-01,Mumbai,West,33,23953.35
S09967,C09967,R030,D0525,P005,2025-12-07,2025-12-01,Dehradun,North,22,10091.68
S09968,C09968,R043,D0524,P008,2025-12-21,2025-12-01,Kolkata,East,19,5721.65
S09969,C09969,R065,D0163,P004,2025-12-08,2025-12-01,Coimbatore,South,25,23794.78
S09970,C09970,R040,D0162,P005,2025-12-12,2025-12-01,Kochi,South,24,11722.99
S09971,C09971,R069,D0319,P003,2025-12-10,2025-12-01,Patna,East,20,13914.99
S09972,C09972,R055,D0651,P003,2025-12-26,2025-12-01,Mumbai,West,42,27797.45
S09973,C09973,R019,D0017,P001,2025-12-25,2025-12-01,Kolkata,East,23,18162.74
S09974,C09974,R028,D0278,P004,2025-12-25,2025-12-01,Lucknow,North,21,18440.34
S09975,C09975,R035,D0845,P008,2025-12-16,2025-12-01,Nagpur,West,28,9160.01
S09976,C09976,R067,D0264,P001,2025-12-16,2025-12-01,Kolkata,East,13,10924.56
S09977,C09977,R043,D0220,P004,2025-12-18,2025-12-01,Kolkata,East,13,10951.52
S09978,C09978,R058,D0542,P007,2025-12-03,2025-12-01,Surat,West,17,10551.82
S09979,C09979,R024,D0389,P004,2025-12-17,2025-12-01,Siliguri,East,35,28342.88
S09980,C09980,R055,D0429,P007,2025-12-09,2025-12-01,Mumbai,West,15,8920.28
S09981,C09981,R032,D0633,P004,2025-12-30,2025-12-01,Pune,West,32,28263.35
S09982,C09982,R003,D0071,P005,2025-12-06,2025-12-01,Jaipur,North,31,14422.7
S09983,C09983,R007,D0588,P008,2025-12-02,2025-12-01,Mumbai,West,34,11199.39
S09984,C09984,R022,D0301,P005,2025-12-30,2025-12-01,Guwahati,East,23,11225.51
S09985,C09985,R044,D0756,P007,2025-12-05,2025-12-01,Bhubaneswar,East,14,7903.67
S09986,C09986,R013,D0614,P006,2025-12-17,2025-12-01,Bengaluru,South,46,24375.27
S09987,C09987,R023,D0808,P001,2025-12-12,2025-12-01,Ranchi,East,38,32181.05
S09988,C09988,R001,D0094,P002,2025-12-09,2025-12-01,North Delhi,North,23,12132.49
S09989,C09989,R005,D0146,P005,2025-12-16,2025-12-01,Ludhiana,North,25,11161.93
S09990,C09990,R068,D0756,P003,2025-12-23,2025-12-01,Bhubaneswar,East,22,14606.97
S09991,C09991,R032,D0402,P004,2025-12-04,2025-12-01,Pune,West,26,22965.23
S09992,C09992,R056,D0642,P004,2025-12-21,2025-12-01,Pune,West,16,14084.77
S09993,C09993,R070,D0577,P007,2025-12-28,2025-12-01,Guwahati,East,23,15036.6
S09994,C09994,R014,D0468,P008,2025-12-09,2025-12-01,Chennai,South,50,17901.5
S09995,C09995,R041,D0046,P008,2025-12-22,2025-12-01,Coimbatore,South,27,8499.41
S09996,C09996,R065,D0046,P001,2025-12-29,2025-12-01,Coimbatore,South,21,18273.69
S09997,C09997,R067,D0631,P006,2025-12-29,2025-12-01,Kolkata,East,25,12523.32
S09998,C09998,R002,D0131,P006,2025-12-21,2025-12-01,Chandigarh,North,19,10056.6
S09999,C09999,R052,D0005,P007,2025-12-30,2025-12-01,Lucknow,North,26,15030.53
S10000,C10000,R052,D0200,P004,2025-12-25,2025-12-01,Lucknow,North,18,15312.36
S10001,C10001,R040,D0746,P005,2025-12-16,2025-12-01,Kochi,South,24,10860.37
S10002,C10002,R011,D0567,P004,2025-12-04,2025-12-01,Nagpur,West,12,11123.95
S10003,C10003,R030,D0643,P003,2025-12-27,2025-12-01,Dehradun,North,19,12670.23
S10004,C10004,R061,D0489,P002,2025-12-09,2025-12-01,Bengaluru,South,31,15363.36
S10005,C10005,R042,D0408,P006,2025-12-23,2025-12-01,Vijayawada,South,17,8091.96
S10006,C10006,R008,D0257,P001,2025-12-20,2025-12-01,Pune,West,29,20665.23
S10007,C10007,R048,D0348,P006,2025-12-12,2025-12-01,Siliguri,East,29,15024.54
S10008,C10008,R035,D0507,P007,2025-12-25,2025-12-01,Nagpur,West,36,22121.41
S10009,C10009,R040,D0831,P002,2025-12-21,2025-12-01,Kochi,South,27,14673.18
S10010,C10010,R001,D0792,P002,2025-12-24,2025-12-01,North Delhi,North,22,11949.64
S10011,C10011,R025,D0666,P005,2025-12-30,2025-12-01,North Delhi,North,23,10178.5
S10012,C10012,R053,D0735,P007,2025-12-09,2025-12-01,Ludhiana,North,20,12302.7
S10013,C10013,R054,D0708,P001,2025-12-24,2025-12-01,Dehradun,North,15,12538.12
S10014,C10014,R026,D0664,P004,2025-12-02,2025-12-01,Chandigarh,North,35,32034.83
S10015,C10015,R068,D0688,P002,2025-12-22,2025-12-01,Bhubaneswar,East,28,14234.89
S10016,C10016,R064,D0067,P007,2025-12-05,2025-12-01,Kochi,South,28,16793.43
S10017,C10017,R072,D0026,P008,2025-12-07,2025-12-01,Siliguri,East,16,4958.97
S10018,C10018,R021,D0311,P001,2025-12-07,2025-12-01,Patna,East,21,17101.53
S10019,C10019,R007,D0051,P002,2025-12-26,2025-12-01,Mumbai,West,28,14320.14
S10020,C10020,R071,D0284,P002,2025-12-12,2025-12-01,Ranchi,East,18,9807.87
S10021,C10021,R052,D0186,P007,2025-12-13,2025-12-01,Lucknow,North,50,29975.15
